0.25	0.25	0.25	0.25	0.02652870000934425
0.25	0.25	0.25	0.25	0.029212447807667387
0.25	0.25	0.25	0.25	0.038150083295309514
0.25	0.25	0.25	0.25	0.0409726023013703
0.25	0.25	0.25	0.25	0.06809806058722191
0.25	0.25	0.25	0.25	0.075073533986126
0.25	0.25	0.25	0.25	0.08847159386169637
0.25	0.25	0.25	0.25	0.09564584140189969
0.25	0.25	0.25	0.25	0.10560383629796917
0.25000036672785925	0.25000099187692126	0.25	0.25	0.11817525268863349
0.2500004284172347	0.2500011587261699	0.25	0.25	0.12028996201843878
0.2500005647698216	0.2500015275145799	0.25	0.25	0.12496412325988976
0.25000125596359934	0.25000339696392504	0.25	0.25	0.14865821839915147
0.25000187798758255	0.250005079331975	0.25	0.25	0.16998117573894356
0.25000230259382217	0.25000622775067044	0.25	0.25	0.1845366607001687
0.25000299629059686	0.2500081039697899	0.25	0.25	0.20831655847290004
0.2500035332774776	0.2500095563407528	0.25	0.25	0.2267244473312711
0.2500037484459378	0.25001013829989366	0.25	0.25	0.2341004135678136
0.25000437479025267	0.2500118323530042	0.25	0.25	0.2555714717044041
0.25000664235749054	0.2500179653684105	0.25	0.25	0.33330358619180855
0.25000900060418146	0.2500191619787952	0.25	0.25	0.3509301261843842
0.2500090235563218	0.2500191736250617	0.25	0.25	0.35110168025502086
0.25001120858625114	0.25002028234261636	0.25	0.25	0.36743352440960797
0.25001475304333415	0.25002208085426914	0.25	0.25	0.39392630600252265
0.2500155924978716	0.2500225068063211	0.25	0.25	0.4002007466845966
0.25001848630590934	0.250023975168712	0.25	0.25	0.4218303002442743
0.2500208395466654	0.2500251692390089	0.25	0.25	0.43941942374788917
0.25002229176967194	0.25002590611913994	0.25	0.25	0.45027395690671934
0.2500227620819325	0.2500261447627633	0.25	0.25	0.4537892710179659
0.25002409962281386	0.2500268234514326	0.25	0.25	0.46378662113719876
0.25002417303698743	0.2500268607029054	0.25	0.25	0.4643353499327331
0.2500320842355898	0.25003566303650987	0.25	0.25	0.4943428764037252
0.2500371143813164	0.25004125978903624	0.25	0.25	0.5134224417932939
0.2500399527511374	0.25004441787914533	0.25	0.25	0.5241885041585551
0.25004748369966084	0.2500527971304565	0.25	0.25	0.5527537252492872
0.250052307941119	0.25005816478519977	0.25	0.25	0.5710522866346857
0.2500563091026968	0.2500626166465148	0.25	0.25	0.5862288696021656
0.2500581527519595	0.25006466796853	0.25	0.25	0.5932219128606111
0.2500587291124657	0.2500653092515652	0.25	0.25	0.5954080737719889
0.2500714976525295	0.2500795160683743	0.25	0.25	0.6438397114060729
0.25007640693872946	0.2500849783474882	0.25	0.25	0.6624608512613837
0.25007685373648336	0.25008547547353466	0.25	0.25	0.6641555749185041
0.2500821471463411	0.2500913651448493	0.25	0.25	0.6842337128102014
0.2500898600696549	0.25009994686899584	0.25	0.25	0.713489172335502
0.2500917936515861	0.25010209825389534	0.25	0.25	0.7208233341865278
0.2500925494177311	0.25010242341730937	0.25	0.25	0.7243678747638618
0.25009507779413387	0.2501035112346302	0.25	0.25	0.7362259512518483
0.2500963692204769	0.25010406686232195	0.25	0.25	0.742282736284948
0.25010756999774086	0.25010888592308417	0.25	0.25	0.7948143424872679
0.2501092306498891	0.2501096004077506	0.25	0.25	0.8026027952557273
0.25011395484075527	0.25011163295980476	0.25	0.25	0.8247592338989016
0.25011491129168517	0.2501120444665278	0.25	0.25	0.8292449854158341
0.2501152232053659	0.2501121786653378	0.25	0.25	0.8307078594876184
0.2501153732365358	0.25011224321526204	0.25	0.25	0.8314115051499379
0.25011795426134414	0.25011335368421317	0.25	0.25	0.8435165024759359
0.2501184765858164	0.25011357841088255	0.25	0.25	0.8459662024243402
0.2501258749914075	0.25011676152623663	0.25	0.25	0.8806646987765638
0.2501269838186134	0.2501172385918504	0.25	0.25	0.8858650944953225
0.25012873646058387	0.25011799265453294	0.25	0.25	0.8940849792083697
0.2501294240539355	0.2501182884870509	0.25	0.25	0.8973097896234058
0.2501313262602004	0.25011910689878764	0.25	0.25	0.9062311303544391
0.25013318564754117	0.25011990688796376	0.25	0.25	0.9149516504807901
0.2501347094564408	0.2501205624967224	0.25	0.25	0.9220983088917827
0.25014638559885954	0.25012558608021646	0.25	0.25	0.9768593760079686
0.2501465772251901	0.25012566852618506	0.25	0.25	0.9777581028284633
0.2501479884562941	0.25012627569908735	0.25	0.25	0.9843767717714613
0.25014998710568137	0.25012713560484323	0.25	0.25	0.9937504304090506
0.2501520043196689	0.25012800349789627	0.25	0.25	1.003211156956847
0.25015441952540435	0.2501290426242817	0.25	0.25	1.0145384634109182
0.25015766633250625	0.2501304395416865	0.25	0.25	1.0297659773656627
0.2501621443938689	0.25013236619814033	0.25	0.25	1.050768069498164
0.25016331132525027	0.2501328682626935	0.25	0.25	1.056240973596239
0.25016800204010464	0.2501348864119137	0.25	0.25	1.0782404098613654
0.2501703461937782	0.25013589496861677	0.25	0.25	1.089234482393534
0.2501706644018803	0.25013603187556016	0.25	0.25	1.0907268772795318
0.25017190351615	0.25013656499632636	0.25	0.25	1.0965383188715614
0.2501723948913768	0.25013677640728643	0.25	0.25	1.0988428669673047
